         293958151 function calls (293951043 primitive calls) in 1240.889 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/io/common.py:1165(_is_binary_mode)
        6    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/urllib/parse.py:1230(_splittag)
        4    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/indexing.py:2765(check_dict_or_set_indexers)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/series.py:789(values)
       68    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/inspect.py:2808(kind)
        1    0.000    0.000    0.000    0.000 {built-in method posix.urandom}
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/sklearn/datasets/_openml.py:711(_verify_target_data_type)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/sklearn/utils/_array_api.py:286(ensure_common_namespace_device)
       30    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
        1    0.000    0.000    0.000    0.000 <frozen genericpath>:39(isdir)
        2    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/dtypes/dtypes.py:342(construct_from_string)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/sklearn/utils/_param_validation.py:528(is_satisfied_by)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/indexes/range.py:483(_view)
        9    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/generic.py:572(_get_axis_number)
       25    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/sklearn/utils/_param_validation.py:262(__init__)
        8    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/dtypes/inference.py:300(<genexpr>)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/arrays/categorical.py:2904(_validate)
        2    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/io/common.py:248(stringify_path)
        3    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/indexes/base.py:3777(get_loc)
        4    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/internals/blocks.py:214(is_extension)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/internals/blocks.py:197(_validate_ndim)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/internals/managers.py:2000(external_values)
        8    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/flags.py:87(allows_duplicate_labels)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/sklearn/utils/_param_validation.py:445(_check_params)
        1    0.000    0.000    0.000    0.000 /Users/luisadosch/Documents/Master/dl-framework-dosch-esswein-goebel-1/layer_2D/pooling_2D_layer.py:14(__init__)
        3    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/internals/blocks.py:2795(extend_blocks)
        2    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/indexes/base.py:4436(_wrap_reindex_result)
        2    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/internals/managers.py:2320(_preprocess_slice_or_indexer)
        2    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/contextlib.py:104(__init__)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/internals/blocks.py:2703(new_block_2d)
        4    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/indexes/base.py:5676(<genexpr>)
       18    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/sklearn/utils/_bunch.py:30(__init__)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/sklearn/utils/validation.py:313(_is_arraylike_not_scalar)
       12    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        5    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/functools.py:65(wraps)
        8    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
        2    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/internals/blocks.py:253(fill_value)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/sklearn/utils/_param_validation.py:587(__init__)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/io/parsers/readers.py:2133(_refine_defaults_read)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:811(__contains__)
        4    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/internals/managers.py:196(blklocs)
        2    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/generic.py:592(_get_block_manager_axis)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/base.py:798(tolist)
        8    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
       39    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/inspect.py:2796(name)
       22    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
        9    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/sklearn/utils/_param_validation.py:298(is_satisfied_by)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/internals/blocks.py:249(external_values)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/common.py:188(all_none)
        4    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/io/common.py:1229(<genexpr>)
       14    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/io/common.py:550(infer_compression)
       18    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        6    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/gzip.py:83(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        2    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/gzip.py:370(flush)
        3    0.000    0.000    0.000    0.000 <frozen os>:791(encode)
       18    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/enum.py:1123(__new__)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/series.py:914(__len__)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/sklearn/utils/_param_validation.py:594(is_satisfied_by)
        5    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/sklearn/utils/validation.py:2343(_is_pandas_df)
        2    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/numpy/ma/core.py:6879(is_masked)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/io/parsers/base_parser.py:601(_set_noconvert_dtype_columns)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/sklearn/utils/validation.py:305(_is_arraylike)
        2    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/indexes/base.py:4440(_maybe_preserve_names)
        2    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/internals/blocks.py:2372(iget)
        6    0.000    0.000    0.000    0.000 {method 'capitalize' of 'str' objects}
        6    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/gzip.py:102(prepend)
        6    0.000    0.000    0.000    0.000 {function DecompressReader.close at 0x10c7276a0}
        1    0.000    0.000    0.000    0.000 /Users/luisadosch/Documents/Master/dl-framework-dosch-esswein-goebel-1/layer_2D/input_layer_2D.py:7(__init__)
        1    0.000    0.000    0.000    0.000 {method 'hexdigest' of '_hashlib.HASH' objects}
       36    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/inspect.py:2800(default)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/io/parsers/base_parser.py:1269(_process_date_conversion)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/common.py:301(maybe_iterable_to_list)
        5    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/common.py:372(apply_if_callable)
        6    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/construction.py:688(_sanitize_non_ordered)
        3    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/base.py:166(__setattr__)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/generic.py:4379(_set_is_copy)
        2    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/dtypes/inference.py:105(is_file_like)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/io/parsers/readers.py:1674(_check_file_or_buffer)
       10    0.000    0.000    0.000    0.000 {method 'search' of 're.Pattern' objects}
        7    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/series.py:872(array)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/internals/blocks.py:2827(external_values)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.max}
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/sklearn/model_selection/_split.py:2048(__init__)
        2    0.000    0.000    0.000    0.000 <frozen os>:795(decode)
        8    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
        2    0.000    0.000    0.000    0.000 /Users/luisadosch/Documents/Master/dl-framework-dosch-esswein-goebel-1/activations/relu_layer.py:9(__init__)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/io/common.py:515(get_compression_method)
        5    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/sklearn/datasets/_openml.py:50(_retry_with_clean_cache)
        1    0.000    0.000    0.000    0.000 {method 'detach' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/internals/base.py:74(__len__)
       16    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/generic.py:405(flags)
        3    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/internals/managers.py:241(is_single_block)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/generic.py:4402(_check_setitem_copy)
        2    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/numpy/ma/core.py:1411(getmask)
        8    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/generic.py:363(attrs)
        8    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
        4    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
        6    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
        6    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/urllib/request.py:356(data)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/frame.py:4585(_ensure_valid_index)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/copy.py:61(copy)
        4    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/inspect.py:378(isfunction)
        1    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup}
        4    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/io/parsers/base_parser.py:893(_check_data_length)
        2    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/dtypes/common.py:91(ensure_python_int)
        2    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/arrays/categorical.py:822(ordered)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/internals/managers.py:2008(array_values)
        3    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/_config/__init__.py:42(warn_copy_on_write)
        1    0.000    0.000    0.000    0.000 /Users/luisadosch/Documents/Master/dl-framework-dosch-esswein-goebel-1/layer/flatten.py:7(__init__)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/sklearn/utils/_optional_dependencies.py:25(check_pandas_support)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/frame.py:1643(__len__)
        2    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/io/parsers/readers.py:2093(_floatify_na_values)
        4    0.000    0.000    0.000    0.000 {method 'join' of 'bytes' objects}
        2    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/sklearn/utils/_param_validation.py:595(<genexpr>)
        4    0.000    0.000    0.000    0.000 {built-in method _operator.ge}
        1    0.000    0.000    0.000    0.000 /Users/luisadosch/Documents/Master/dl-framework-dosch-esswein-goebel-1/loss/cross_entropy.py:8(__init__)
        6    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/_compression.py:160(tell)
        1    0.000    0.000    0.000    0.000 <frozen codecs>:309(__init__)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/sklearn/model_selection/_split.py:62(split)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/io/common.py:1117(_maybe_memory_map)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/io/parsers/base_parser.py:1123(_make_date_converter)
        1    0.000    0.000    0.000    0.000 {method 'set' of '_contextvars.ContextVar' objects}
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/internals/construction.py:196(mgr_to_mgr)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/enum.py:202(__get__)
        8    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/flags.py:55(allows_duplicate_labels)
        2    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/indexes/range.py:553(equals)
        2    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/numpy/lib/_arraysetops_impl.py:131(_unpack_tuple)
        2    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/indexes/base.py:540(<genexpr>)
        3    0.000    0.000    0.000    0.000 {built-in method builtins.id}
        1    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {built-in method numpy._core._multiarray_umath._make_extobj}
        4    0.000    0.000    0.000    0.000 {built-in method _operator.lt}
       10    0.000    0.000    0.000    0.000 /Users/luisadosch/Documents/Master/dl-framework-dosch-esswein-goebel-1/layer/layer_interface.py:7(__init__)
        1    0.000    0.000    0.000    0.000 /Users/luisadosch/Documents/Master/dl-framework-dosch-esswein-goebel-1/network.py:21(__init__)
        3    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/compat/numpy/function.py:64(__call__)
        6    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/urllib/request.py:333(full_url)
        2    0.000    0.000    0.000    0.000 {method 'sort' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 /Users/luisadosch/Documents/Master/dl-framework-dosch-esswein-goebel-1/activations/softmax_layer.py:9(__init__)
        2    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        2    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/sklearn/utils/_array_api.py:89(_check_array_api_dispatch)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/io/parsers/base_parser.py:255(_has_complex_date_col)
        2    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/indexes/base.py:7652(ensure_has_len)
        1    0.000    0.000    0.000    0.000 /Users/luisadosch/Documents/Master/dl-framework-dosch-esswein-goebel-1/sgd_trainer.py:12(__init__)
        1    0.000    0.000    0.000    0.000 {method 'reset' of '_contextvars.ContextVar' objects}
        2    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/common.py:192(<genexpr>)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/util/_validators.py:226(validate_bool_kwarg)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/io/parsers/base_parser.py:1426(_validate_parse_dates_arg)
        6    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/contextlib.py:357(__enter__)
        6    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/contextlib.py:355(__init__)
        6    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/_compression.py:36(readable)
        5    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/sklearn/utils/_param_validation.py:308(is_satisfied_by)
        6    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/urllib/parse.py:108(_noop)
        1    0.000    0.000    0.000    0.000 <string>:2(__init__)
        3    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/internals/managers.py:913(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
        2    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {built-in method sys.getfilesystemencoding}
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/sklearn/model_selection/_split.py:1869(__init__)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/sklearn/utils/_param_validation.py:366(is_satisfied_by)
        1    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        6    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/inspect.py:3089(parameters)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/base.py:159(_freeze)
        2    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/generic.py:696(ndim)
        3    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/io/parsers/base_parser.py:1447(is_index_col)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/io/common.py:188(_expand_user)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/io/parsers/readers.py:2365(_validate_skipfooter)
        1    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup_error}
        1    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/internals/blocks.py:270(mgr_locs)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/io/parsers/readers.py:2267(_extract_dialect)
        1    0.000    0.000    0.000    0.000 {built-in method from_iterable}
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/util/_validators.py:450(check_dtype_backend)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/gzip.py:393(readable)
        3    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/indexes/base.py:6672(_maybe_cast_indexer)
        2    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/numpy/lib/_arraysetops_impl.py:139(_unique_dispatcher)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/io/common.py:292(is_fsspec_url)
        2    0.000    0.000    0.000    0.000 {function Bunch.__getitem__ at 0x10f4f4e00}
        1    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
        3    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/internals/managers.py:1828(ndim)
        2    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/inspect.py:2888(__init__)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/io/parsers/base_parser.py:986(_validate_usecols_arg)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/internals/managers.py:246(items)
        2    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/numpy/_core/multiarray.py:698(result_type)
        2    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/indexes/base.py:1979(nlevels)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/internals/blocks.py:2239(array_values)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/indexes/range.py:216(_validate_dtype)
        1    0.000    0.000    0.000    0.000 {built-in method sys.getrefcount}
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/enum.py:1286(value)
        1    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
        1    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        2    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/io/parsers/readers.py:527(validate_integer)
        1    0.000    0.000    0.000    0.000 {built-in method _operator.gt}
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/gzip.py:396(writable)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/series.py:660(_constructor)
        1    0.000    0.000    0.000    0.000 {built-in method _operator.le}
        1    0.000    0.000    0.000    0.000 /Users/luisadosch/Documents/Master/dl-framework-dosch-esswein-goebel-1/loss/loss_interface.py:7(__init__)
        1    0.000    0.000    0.000    0.000 <frozen codecs>:260(__init__)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/numpy/_core/numeric.py:2505(_array_equal_dispatcher)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/io/parsers/readers.py:559(_validate_names)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/numpy/_core/fromnumeric.py:3322(_prod_dispatcher)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/internals/base.py:323(_consolidate_inplace)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/io/common.py:207(validate_header_arg)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/io/parsers/readers.py:1987(__enter__)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/gzip.py:399(seekable)


